Age,Department,Study_Hours_Per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
24,CS,4.1,85.86,67.57,77.1,82.96,58.11,84.8,73.34,75.67,B
19,Mathematics,3.7,89.99,54.6,100.0,66.0,77.91,97.3,90.44,83.13,A
18,Engineering,3.8,90.66,69.33,76.77,59.18,70.7,77.8,69.01,72.96,B
18,Mathematics,3.5,89.48,58.22,52.45,79.32,61.83,57.0,100.0,66.0,D
21,Mathematics,1.8,85.41,24.09,35.59,96.03,80.51,33.7,73.03,53.55,F
22,Business,6.0,82.68,63.94,54.09,91.16,69.76,47.0,61.8,67.03,D
20,Business,2.3,73.37,58.42,66.74,76.94,75.4,68.9,67.29,69.33,C
20,Business,4.4,72.96,89.64,74.2,97.85,66.44,76.6,47.42,79.43,A
19,Engineering,2.8,90.78,58.7,62.94,79.12,50.34,67.0,68.79,65.02,D
19,CS,8.9,97.73,64.08,43.54,53.67,82.04,88.5,67.81,66.32,D
24,Business,3.7,77.33,64.07,62.18,71.94,63.82,66.6,72.95,67.64,D
20,Mathematics,2.8,91.87,59.92,44.28,66.45,68.59,76.4,70.58,61.62,F
20,CS,5.4,70.42,91.22,81.25,75.09,74.22,78.5,77.42,83.31,A
24,Mathematics,3.7,90.83,55.47,74.86,93.92,41.03,55.4,55.09,66.69,D
24,Engineering,2.4,88.07,69.22,94.58,76.8,68.64,100.0,80.84,83.32,A
20,Business,5.8,56.26,54.06,51.42,76.76,51.05,79.1,100.0,66.22,D
19,Engineering,8.5,82.82,50.02,58.16,77.9,74.98,32.9,73.99,65.32,D
19,Business,6.2,88.71,69.71,54.37,59.92,80.09,78.0,58.56,68.01,D
19,CS,6.8,85.37,53.87,46.65,70.56,64.77,64.6,52.32,60.16,F
22,Engineering,7.6,70.66,90.97,54.13,75.7,100.0,56.6,86.4,78.89,A
21,Engineering,3.5,72.58,57.86,59.22,78.67,80.21,89.1,63.08,70.14,C
24,Engineering,6.3,100.0,64.46,73.04,81.36,57.47,57.5,87.09,73.24,B
21,Business,3.3,66.03,75.28,53.27,79.79,100.0,64.8,54.86,71.62,C
24,CS,4.3,65.49,87.15,37.07,70.44,60.4,77.2,100.0,68.05,D
22,CS,3.5,91.17,60.78,47.15,50.45,72.83,79.3,100.0,64.47,D
22,Business,7.3,71.87,59.79,47.86,80.81,86.48,100.0,100.0,75.06,B
24,Engineering,5.4,67.93,74.13,48.31,99.13,87.12,67.8,78.33,74.57,B
23,Mathematics,5.0,72.53,67.63,62.75,64.13,55.07,72.9,88.87,68.91,C
22,Mathematics,5.2,69.77,81.26,23.96,71.78,69.78,65.1,81.94,61.98,F
24,Business,3.1,69.25,81.89,52.42,75.41,64.46,71.1,83.2,70.06,C
19,Business,4.5,84.39,56.06,81.01,73.87,83.01,68.2,45.55,72.67,C
24,Engineering,1.5,73.31,48.24,69.45,67.82,67.88,64.3,85.11,66.53,D
20,Mathematics,2.7,77.01,50.4,50.51,58.1,78.87,41.6,78.75,59.16,F
19,Business,8.0,94.32,58.32,51.91,68.81,64.46,52.4,52.16,61.68,F
23,Business,3.2,89.16,49.82,100.0,67.67,66.31,69.0,82.97,76.86,B
22,Business,4.2,82.19,44.38,85.48,77.39,70.65,68.8,69.69,72.68,C
20,Engineering,5.6,86.3,40.28,42.17,86.05,85.25,66.1,66.15,62.43,F
21,Engineering,3.1,95.09,67.33,47.09,84.28,76.7,87.4,100.0,72.03,C
23,Mathematics,6.3,80.78,71.29,67.26,54.94,70.69,76.6,79.04,71.99,C
20,Engineering,5.7,53.41,37.68,40.29,86.51,64.42,90.1,65.5,60.67,F
24,Business,5.6,75.11,69.69,57.44,70.58,73.75,76.3,82.66,71.52,C
19,CS,2.4,58.24,75.22,75.29,70.68,90.58,71.4,98.29,79.99,A
19,Mathematics,1.8,91.48,45.85,46.46,68.91,66.84,76.1,94.87,61.47,F
23,Mathematics,8.2,84.53,80.98,50.44,77.29,65.85,54.6,62.02,68.56,C
21,CS,5.3,93.42,79.39,71.22,79.32,69.32,78.6,65.87,76.64,B
19,Mathematics,7.6,94.19,65.1,53.73,82.11,75.83,53.9,86.16,70.64,C
21,CS,1.1,77.16,73.3,80.33,94.56,89.9,53.0,66.54,78.93,A
22,CS,5.1,56.0,72.08,40.95,65.48,53.31,94.9,68.06,63.37,D
21,CS,6.1,72.67,67.15,74.45,77.94,65.74,79.4,63.57,74.66,B
23,Business,3.5,72.17,70.87,53.87,57.19,71.66,94.1,74.09,68.23,D
21,CS,6.0,76.91,68.37,92.18,81.0,48.5,76.1,77.09,79.07,A
22,Business,1.8,100.0,84.83,73.02,80.19,77.74,76.8,82.01,79.34,A
24,CS,2.9,69.8,48.66,45.92,81.42,43.73,65.6,81.2,58.41,F
21,Business,5.6,100.0,39.87,33.73,81.85,73.73,67.4,77.45,58.71,F
23,Business,2.4,74.77,63.59,41.28,82.72,73.33,38.9,73.45,60.94,F
22,CS,5.7,93.19,73.88,76.1,79.7,65.46,62.1,83.98,76.84,B
22,Engineering,5.1,89.03,49.61,77.01,76.93,57.34,92.7,83.41,73.33,B
18,Business,6.6,98.42,63.0,70.52,77.22,69.07,50.9,77.55,71.84,C
24,Engineering,7.4,62.44,63.54,55.56,69.93,54.32,48.8,77.94,64.39,D
22,Engineering,2.0,82.83,71.59,68.77,66.02,33.2,87.8,59.88,65.6,D
18,Mathematics,5.9,79.5,49.35,84.31,59.17,63.56,87.9,59.8,71.29,C
19,CS,7.3,84.63,58.39,34.95,81.52,72.16,83.1,46.75,61.85,F
21,CS,6.6,56.2,57.23,55.76,77.79,52.08,78.3,83.22,67.11,D
24,Engineering,4.7,71.19,51.77,50.27,71.68,78.86,73.7,73.32,65.07,D
21,CS,3.8,61.68,58.74,36.95,70.01,55.2,80.0,72.1,58.72,F
20,Business,8.1,100.0,58.81,74.06,70.37,78.62,42.3,74.64,72.07,C
19,Engineering,4.6,91.25,76.56,67.15,79.23,89.19,69.5,72.62,77.23,A
24,Engineering,2.3,95.9,76.65,83.31,85.57,100.0,57.1,95.5,84.57,A
19,Mathematics,1.9,73.09,60.5,70.14,76.7,72.4,58.3,85.2,70.81,C
19,Mathematics,4.6,100.0,68.54,79.39,61.79,72.56,80.4,90.17,77.03,B
19,CS,6.1,78.6,62.29,100.0,75.39,61.48,100.0,99.28,85.97,A
24,Business,4.2,83.33,81.88,76.11,87.7,93.09,77.6,74.35,83.62,A
19,Engineering,1.2,70.44,77.68,54.45,71.74,83.79,49.4,83.56,69.1,C
18,Engineering,4.3,74.11,55.37,90.29,91.3,54.42,87.5,94.66,80.39,A
19,CS,5.0,88.54,100.0,44.89,82.0,69.17,76.0,50.88,71.33,C
22,CS,5.7,83.25,56.72,65.41,81.86,69.89,100.0,56.7,72.25,C
24,Mathematics,6.5,88.86,71.75,43.97,93.9,80.07,87.8,54.96,71.16,C
18,Mathematics,4.1,74.76,31.89,51.16,71.83,70.62,47.4,89.71,58.85,F
21,CS,3.6,63.91,71.43,61.17,57.75,44.93,48.5,35.47,58.24,F
18,Business,2.4,55.36,60.6,75.9,45.3,56.04,100.0,54.62,66.75,D
24,Business,4.7,80.63,60.57,63.81,72.59,95.04,71.7,58.9,71.81,C
20,CS,5.6,76.92,45.57,59.07,72.6,59.28,90.5,73.11,65.78,D
21,CS,6.0,81.65,48.95,45.07,84.43,83.35,71.0,64.41,65.02,D
18,Engineering,5.0,69.6,58.59,65.63,77.92,67.21,51.9,77.44,68.61,C
23,Engineering,5.0,71.76,50.9,65.83,96.97,69.41,75.3,53.2,70.24,C
18,Business,5.4,66.81,43.96,65.92,77.67,66.66,44.6,84.13,65.79,D
20,CS,5.9,85.65,84.06,71.03,68.55,68.63,89.5,51.0,75.7,B
20,Mathematics,5.3,100.0,53.45,51.74,82.02,66.4,58.5,79.28,64.9,D
21,CS,2.8,57.3,82.12,62.47,81.06,79.39,43.8,74.33,72.45,C
20,Business,4.9,86.77,81.49,67.05,76.14,66.73,66.5,93.78,76.32,B
18,Engineering,2.6,69.76,89.42,87.39,90.47,84.9,80.4,85.11,88.26,A
21,Engineering,4.8,91.35,66.91,63.93,59.32,63.55,75.7,58.66,66.83,D
20,CS,6.1,81.18,48.73,48.97,65.68,59.41,78.8,98.95,64.03,D
21,CS,0.8,87.89,69.79,66.06,82.24,56.89,76.2,79.35,70.6,C
20,Engineering,4.6,76.57,57.21,84.09,98.41,92.86,77.0,84.6,83.82,A
21,CS,1.5,86.36,75.97,76.28,81.58,81.35,47.8,89.51,77.0,B
24,CS,5.9,83.13,42.6,79.26,85.58,69.25,72.5,69.04,72.63,C
23,Business,6.0,92.34,69.79,33.08,92.19,44.62,59.0,71.91,60.49,F
20,Engineering,3.4,70.78,65.61,70.63,69.07,74.13,43.8,87.15,70.59,C
24,Business,5.5,63.82,56.03,46.33,60.74,65.83,56.6,92.06,61.71,F
22,CS,3.5,90.02,63.37,42.9,67.98,80.87,56.4,99.77,65.24,D
22,CS,5.3,78.43,68.1,61.14,77.59,69.58,50.2,70.2,68.73,C
20,Mathematics,5.2,88.45,44.22,53.65,69.58,78.28,84.0,81.28,66.25,D
23,Engineering,4.4,81.52,55.63,70.53,97.1,71.53,43.1,49.66,69.06,C
22,Mathematics,3.4,86.06,44.88,79.39,78.73,58.44,89.4,71.19,71.13,C
20,CS,4.8,100.0,69.23,58.9,38.61,63.76,83.3,83.78,65.98,D
22,CS,2.2,65.18,63.79,43.13,69.68,54.26,87.7,63.93,60.55,F
24,Engineering,3.6,95.39,43.8,32.17,76.69,69.92,74.4,64.66,56.11,F
19,Engineering,8.6,73.14,38.2,96.86,52.79,61.13,65.5,66.34,71.27,C
19,Mathematics,4.5,100.0,51.98,37.62,91.43,71.9,84.8,92.95,66.21,D
21,Business,3.7,74.38,75.44,64.41,88.26,89.98,49.3,57.81,73.71,B
21,Mathematics,4.7,63.69,70.72,62.72,84.31,81.7,74.5,84.91,76.15,B
24,Engineering,4.3,74.16,43.84,61.89,92.35,63.16,95.1,67.9,69.11,C
19,Business,5.3,72.6,74.4,39.61,65.03,86.58,51.3,65.09,63.79,D
22,Business,3.2,81.6,70.12,53.98,71.66,74.85,75.0,89.45,70.24,C
21,Engineering,3.2,81.41,58.82,68.32,84.3,57.6,67.7,59.23,67.84,D
23,CS,5.9,76.38,61.26,64.79,98.05,73.24,62.2,82.48,74.8,B
21,Business,6.1,99.53,65.24,46.91,65.27,72.15,100.0,59.64,66.75,D
20,Business,4.0,67.48,80.93,55.63,80.38,80.37,72.7,100.0,76.26,B
20,Business,1.6,59.32,72.93,52.44,91.38,40.29,81.2,73.98,66.39,D
24,Engineering,5.5,87.04,82.08,77.32,91.84,77.74,58.6,63.25,79.98,A
19,CS,4.2,60.92,74.3,71.59,75.85,95.93,80.7,59.0,78.17,A
21,CS,4.6,62.42,50.17,85.55,76.55,58.27,77.4,75.62,73.52,B
19,Engineering,5.6,100.0,62.86,72.75,72.8,78.48,86.4,96.9,78.22,A
19,Business,0.0,84.79,81.53,57.25,85.6,63.18,30.1,68.92,65.7,D
18,Mathematics,4.8,100.0,80.75,69.11,69.58,92.91,100.0,91.12,82.77,A
20,Business,3.1,68.44,62.68,55.0,80.35,67.83,74.0,74.41,67.65,D
18,Business,5.5,67.49,91.27,91.0,79.02,56.18,60.0,90.48,83.63,A
20,Mathematics,5.5,64.33,74.49,86.97,66.46,63.68,51.9,64.27,74.88,B
22,CS,5.9,88.58,56.0,100.0,72.53,88.07,62.2,84.56,82.92,A
20,Mathematics,1.3,94.11,78.53,13.94,63.8,55.58,89.7,83.98,55.81,F
24,Business,5.4,100.0,73.26,63.13,67.47,65.22,48.4,78.46,68.88,C
18,Engineering,3.4,73.21,68.64,61.9,76.04,72.81,46.4,67.61,67.73,D
21,Engineering,4.7,76.43,50.79,84.69,63.92,61.7,60.9,82.23,71.07,C
22,Engineering,1.7,71.57,50.91,82.4,91.03,93.3,83.8,82.13,79.99,A
18,Mathematics,1.8,86.11,54.18,56.28,82.9,60.15,100.0,77.51,67.83,D
20,Engineering,4.0,96.79,69.44,68.33,73.77,60.65,38.7,63.04,66.72,D
20,Mathematics,3.2,65.73,70.11,74.95,60.73,89.63,67.6,83.85,75.81,B
23,Engineering,8.8,95.22,60.22,61.97,75.71,60.65,91.4,70.61,71.69,C
18,Business,2.7,62.31,74.14,62.75,75.72,54.42,77.8,63.37,68.64,C
20,Business,4.6,93.43,72.18,47.73,78.59,36.9,67.0,71.9,62.27,F
18,CS,4.4,60.73,39.18,99.2,83.81,55.96,70.2,82.63,76.04,B
18,CS,4.9,82.32,48.79,58.96,74.86,63.89,86.8,84.82,67.87,D
21,CS,3.7,84.31,79.61,56.62,94.12,66.92,84.9,96.74,77.08,A
19,Engineering,3.3,100.0,35.61,73.17,75.56,51.67,66.4,91.63,65.61,D
18,CS,5.2,86.09,38.04,84.85,88.49,60.74,83.8,89.8,75.41,B
22,CS,1.5,72.65,38.81,51.06,77.69,94.86,51.8,55.19,60.41,F
21,Engineering,5.6,77.67,45.05,70.82,45.89,53.57,41.2,90.59,61.15,F
22,Engineering,3.8,76.01,74.41,67.89,82.99,89.94,77.3,80.27,78.85,A
22,Mathematics,2.9,72.28,91.56,53.36,69.16,79.74,100.0,60.66,74.17,B
22,CS,7.1,67.15,87.04,59.23,85.41,59.53,73.4,80.71,75.88,B
20,Engineering,4.8,65.98,58.61,79.96,72.59,88.16,55.3,80.74,75.83,B
24,Mathematics,4.7,69.78,71.13,43.93,53.39,74.35,78.2,62.85,63.02,F
23,CS,4.3,57.0,52.4,59.68,86.68,51.36,81.6,73.28,66.73,D
24,Business,6.9,76.63,53.85,48.65,67.64,65.37,50.0,56.64,59.43,F
22,Business,5.0,96.19,77.84,48.62,56.87,71.7,83.5,84.79,68.77,C
18,Mathematics,5.1,82.75,43.63,44.95,69.87,58.4,79.7,71.12,59.08,F
18,Business,3.4,73.93,72.89,38.11,100.0,54.76,78.0,77.69,66.49,D
24,Business,5.2,73.71,70.52,81.47,71.71,39.6,78.2,63.73,72.03,C
19,Business,4.2,85.75,55.67,53.9,99.04,86.11,98.8,69.82,74.04,B
18,Engineering,7.0,91.09,68.52,49.02,79.11,79.45,72.4,60.24,68.96,C
20,Business,7.7,75.06,54.28,47.07,87.31,45.15,76.4,79.6,64.3,D
24,Business,3.3,69.47,76.9,62.44,93.66,92.43,49.2,73.32,75.93,B
22,Business,5.3,88.83,58.97,72.13,69.13,80.66,100.0,84.89,77.04,B
20,Engineering,5.3,67.88,52.95,100.0,76.49,65.88,69.5,53.55,76.9,B
24,Mathematics,3.4,99.01,40.35,87.37,89.62,62.61,55.1,79.46,72.27,C
19,Mathematics,4.1,70.29,64.15,53.3,83.79,64.19,45.7,75.99,65.24,D
23,CS,4.7,73.88,70.84,82.77,66.01,71.98,100.0,86.9,80.74,A
23,Business,2.7,74.76,31.57,63.2,84.38,75.31,61.6,58.02,62.54,F
19,Business,4.5,86.0,69.97,71.54,85.37,45.49,71.4,85.77,73.05,B
24,Business,5.6,90.01,93.42,61.08,60.15,61.93,52.7,57.14,69.1,C
19,Business,3.1,71.25,29.61,70.16,89.05,73.15,59.3,84.7,67.25,D
19,Mathematics,2.4,74.09,61.98,56.2,50.96,70.82,92.4,60.86,64.05,D
23,CS,5.0,74.5,18.71,91.53,87.29,78.78,88.5,56.42,73.1,B
21,CS,4.3,88.85,80.13,53.83,74.68,82.4,100.0,92.28,77.11,A
18,Engineering,5.7,98.75,70.69,73.74,78.29,89.87,54.8,100.0,79.81,A
23,Mathematics,5.8,83.34,62.78,77.3,89.97,65.52,68.0,72.42,76.01,B
24,Business,4.0,81.31,55.26,73.65,93.63,64.48,72.0,88.16,74.88,B
18,CS,3.1,85.36,66.38,60.5,87.75,87.85,79.7,39.96,71.28,C
18,Business,1.8,62.73,35.8,70.75,81.14,82.32,53.2,74.82,66.61,D
23,Engineering,5.3,91.38,70.14,83.38,62.62,85.54,87.6,100.0,82.68,A
23,CS,5.1,78.84,61.41,62.19,98.49,71.98,65.4,63.29,71.93,C
23,Engineering,5.2,71.54,72.1,51.5,77.16,59.15,64.1,71.39,66.47,D
19,Mathematics,4.1,77.0,75.2,39.81,77.89,56.15,44.1,73.94,60.94,F
22,Mathematics,0.7,84.68,83.46,84.79,69.52,83.47,84.0,100.0,83.83,A
19,CS,2.4,61.74,53.41,63.41,68.61,76.51,51.8,83.23,66.18,D
20,Engineering,4.3,79.22,80.8,26.55,79.29,76.82,65.2,65.96,62.81,F
22,Mathematics,5.7,73.25,100.0,88.51,81.78,54.22,44.4,91.45,83.39,A
23,CS,8.3,76.3,29.78,63.94,81.62,57.33,60.4,77.5,63.92,D
24,Mathematics,3.6,67.43,76.7,76.92,64.3,62.98,75.8,89.18,75.81,B
21,CS,3.4,74.32,61.66,48.83,100.0,38.22,42.8,86.65,62.36,F
23,Mathematics,6.7,78.62,45.4,45.87,94.55,86.32,38.2,86.76,65.82,D
21,Engineering,3.8,86.5,74.22,36.46,76.23,91.74,59.8,50.49,63.91,D
19,Engineering,3.8,81.0,58.01,31.52,55.26,72.7,89.8,84.09,59.54,F
20,CS,7.1,97.63,80.24,56.34,70.75,63.69,60.4,84.25,71.13,C
23,Mathematics,7.2,74.73,56.65,37.41,63.12,100.0,63.1,51.69,62.1,F
20,CS,7.9,73.88,51.11,86.03,52.23,53.08,72.0,100.0,72.98,B
22,Mathematics,7.3,90.57,51.92,82.21,73.84,80.64,56.0,76.08,75.08,B
19,Business,5.1,74.34,64.34,87.32,100.0,62.1,100.0,73.87,83.32,A
21,Business,6.5,70.21,37.37,67.87,71.52,57.29,65.5,83.18,65.27,D
22,Engineering,5.5,99.75,55.88,55.05,69.49,82.28,59.3,62.31,65.37,D
18,CS,5.3,72.8,51.39,44.31,91.44,62.62,53.6,72.1,61.9,F
19,Mathematics,4.2,74.51,58.45,72.77,92.36,77.38,68.2,59.85,73.89,B
20,Business,3.2,76.57,30.14,65.24,82.68,69.34,56.0,70.59,62.66,F
23,CS,4.6,72.08,77.21,74.45,53.82,60.39,70.4,100.0,74.25,B
20,Engineering,3.5,63.42,54.14,63.46,86.41,94.63,57.2,70.73,71.56,C
22,Mathematics,4.5,100.0,77.02,56.83,80.71,91.91,74.4,100.0,78.04,A
23,CS,7.3,89.97,71.62,45.27,75.82,64.48,53.1,73.21,65.23,D
18,CS,6.6,83.09,79.35,13.26,65.23,41.87,71.5,69.68,53.33,F
24,CS,2.8,92.52,38.69,48.5,65.76,79.22,93.7,76.89,62.49,F
23,CS,3.0,100.0,74.75,61.3,100.0,56.71,100.0,96.12,77.96,A
22,Business,5.7,80.04,88.6,55.09,74.11,78.91,48.2,63.26,71.2,C
18,CS,6.3,91.52,67.9,59.63,70.1,84.76,64.7,90.52,73.37,B
23,Engineering,6.2,75.6,57.72,66.39,100.0,66.96,96.0,66.97,75.9,B
23,Business,3.5,86.9,100.0,83.31,90.69,71.13,81.1,62.49,85.37,A
23,CS,3.7,70.07,87.46,69.72,74.95,91.07,91.3,64.76,80.77,A
22,CS,1.4,77.49,66.12,87.83,74.69,50.04,50.3,57.87,69.8,C
21,Engineering,7.2,76.67,69.54,74.2,57.33,71.63,71.1,60.95,72.32,C
22,CS,3.2,73.73,88.91,61.33,93.14,89.86,97.2,84.24,83.38,A
21,Business,4.9,75.06,76.14,36.14,56.35,80.83,95.0,59.18,64.52,D
24,Business,6.2,77.8,39.9,36.93,70.16,47.86,73.1,70.75,54.25,F
18,CS,5.4,76.38,49.19,48.09,88.61,61.58,61.3,55.13,61.14,F
18,Business,6.1,68.62,72.25,69.1,70.29,88.73,58.0,68.08,74.69,B
21,CS,4.8,81.06,58.66,55.26,98.66,59.02,86.3,77.25,70.72,C
24,Engineering,5.0,82.73,78.16,69.14,59.57,71.15,53.2,94.68,73.27,B
24,CS,4.6,82.49,64.51,48.12,78.96,51.93,67.8,100.0,66.05,D
20,Business,1.5,81.82,60.59,67.74,82.98,47.93,80.9,89.44,69.86,C
19,CS,3.6,75.42,60.86,37.71,85.13,69.17,64.8,64.24,61.33,F
22,Business,3.2,85.14,65.97,12.5,53.24,100.0,43.5,80.43,53.92,F
23,CS,3.4,76.28,76.0,14.93,100.0,64.22,68.3,73.76,60.22,F
24,CS,2.0,79.88,66.41,58.62,91.26,70.81,92.6,84.48,73.89,B
21,Engineering,2.4,71.12,49.25,65.69,74.96,93.24,59.0,68.7,68.76,C
22,CS,5.6,100.0,42.48,57.72,62.7,57.6,76.5,61.21,60.43,F
19,Business,6.3,78.27,54.64,79.52,77.71,67.76,100.0,60.62,75.82,B
20,CS,6.3,96.1,67.19,94.14,89.17,61.93,49.3,80.21,80.45,A
23,CS,3.4,71.98,63.75,68.77,74.01,89.21,37.0,77.42,71.01,C
18,Mathematics,4.1,83.6,78.37,37.8,67.96,77.33,78.5,98.2,68.53,C
20,Business,4.5,98.53,47.37,44.8,61.11,70.63,92.6,64.34,60.62,F
19,Engineering,6.1,67.96,53.56,64.47,93.15,47.89,83.5,76.46,70.26,C
18,Mathematics,3.8,85.14,61.83,68.85,84.83,76.84,50.8,61.47,70.4,C
23,Engineering,4.3,70.82,54.08,73.59,46.9,66.86,81.2,44.4,64.67,D
21,Mathematics,4.0,89.06,45.25,72.22,100.0,27.13,100.0,88.69,70.65,C
20,Mathematics,6.4,81.32,44.1,36.56,64.24,74.87,75.6,69.45,58.36,F
20,CS,4.3,89.67,73.95,48.59,85.49,75.03,89.0,85.32,73.03,B
23,Mathematics,5.9,89.52,61.63,75.5,100.0,71.24,88.0,87.3,81.14,A
19,Mathematics,2.2,70.92,55.04,45.31,50.19,77.68,66.0,100.0,61.48,F
24,Business,6.6,97.82,68.16,67.78,67.23,73.11,47.7,73.67,70.45,C
23,Business,5.3,84.4,63.43,72.38,79.08,99.38,63.3,58.41,75.99,B
22,Business,5.1,86.55,77.06,55.46,59.5,35.14,77.3,69.33,63.46,D
24,CS,7.5,69.12,59.53,54.87,45.73,100.0,35.3,77.37,65.24,D
24,Mathematics,4.2,71.39,77.82,37.96,74.78,72.45,87.6,57.56,65.65,D
18,Business,1.1,72.0,50.59,55.22,73.77,63.99,54.3,54.8,58.81,F
24,Mathematics,2.3,80.71,52.86,84.49,53.97,42.46,43.4,86.4,64.51,D
22,Mathematics,0.6,87.7,62.18,66.46,58.98,63.93,66.0,93.71,67.08,D
19,CS,5.6,63.4,52.73,81.09,100.0,41.65,88.5,73.27,75.1,B
24,Business,7.4,79.43,55.27,63.19,54.79,78.79,59.1,57.69,65.43,D
19,CS,5.3,99.67,52.13,45.37,90.89,66.5,65.7,94.28,66.29,D
22,Engineering,5.5,71.25,58.25,49.49,75.44,56.57,48.2,74.12,61.28,F
21,Engineering,4.2,74.83,73.39,72.99,68.58,65.26,83.8,71.64,74.3,B
20,Engineering,5.2,65.52,68.97,66.64,82.82,77.73,92.9,71.84,76.94,B
21,Business,3.6,77.84,71.91,48.59,60.95,61.9,65.8,63.52,62.12,F
18,Engineering,3.5,69.3,73.2,61.54,79.76,71.45,71.1,46.53,69.3,C
24,CS,4.1,74.42,98.94,77.5,67.67,86.47,66.1,57.19,80.54,A
18,Business,2.8,77.74,73.1,44.38,71.87,65.14,87.3,65.69,65.18,D
23,Engineering,5.1,71.65,70.14,73.99,94.06,67.54,61.8,100.0,79.2,A
20,Business,7.5,77.89,61.82,48.17,92.06,53.33,82.6,96.59,70.29,C
21,Engineering,4.8,75.28,70.99,48.87,71.48,81.4,87.9,78.37,70.82,C
20,Mathematics,3.9,82.67,58.6,40.9,69.57,58.32,86.6,77.79,61.56,F
18,CS,3.6,77.24,77.28,55.49,76.4,73.62,82.1,64.28,71.04,C
19,CS,7.5,65.05,63.37,50.76,63.32,57.13,70.6,77.82,64.56,D
20,CS,5.1,100.0,71.38,31.69,100.0,59.47,73.0,73.92,64.95,D
23,Engineering,3.7,83.26,44.74,46.01,91.71,31.69,58.9,55.33,54.53,F
22,Business,6.9,72.14,66.18,65.88,75.64,66.7,80.2,76.08,73.43,B
22,CS,2.7,68.75,86.41,57.97,67.0,69.11,70.1,70.24,70.47,C
24,Engineering,4.8,72.52,73.22,64.36,80.82,76.98,84.5,55.59,74.03,B
21,Engineering,8.7,98.11,80.91,57.88,93.58,41.84,66.3,76.2,72.46,C
20,Mathematics,2.8,76.2,79.01,56.64,54.46,76.41,70.8,67.8,67.68,D
24,Business,2.6,81.92,66.15,62.74,75.31,71.2,75.4,86.92,71.56,C
21,CS,0.4,78.05,65.15,81.66,66.91,47.99,100.0,94.56,74.42,B
23,CS,1.8,84.84,62.23,78.67,69.56,75.38,81.1,96.89,76.49,B
24,Engineering,2.2,80.67,75.17,51.13,74.4,61.44,50.9,65.98,63.54,D
23,Business,2.3,76.37,82.11,39.0,91.01,64.39,71.5,74.61,67.19,D
23,Business,3.5,78.82,74.65,75.62,74.98,77.32,64.2,79.89,76.62,B
22,CS,5.9,74.39,58.94,59.98,63.86,88.16,66.5,85.33,70.72,C
18,CS,1.8,81.04,49.27,59.94,76.75,88.6,59.3,63.06,65.77,D
23,Engineering,3.8,67.36,71.2,58.86,73.06,63.43,45.2,81.93,66.98,D
24,Mathematics,2.9,90.99,72.52,74.98,75.73,84.39,62.1,100.0,78.68,A
21,Business,0.0,79.09,53.73,21.26,74.9,91.5,100.0,73.8,59.46,F
24,Business,7.5,70.45,94.93,50.17,66.11,64.4,93.7,91.12,75.85,B
23,Mathematics,2.4,75.87,70.6,37.18,87.18,92.3,53.6,100.0,68.76,C
20,Mathematics,2.1,53.7,63.88,83.33,69.28,58.88,70.0,62.55,71.3,C
21,CS,5.0,89.32,54.02,59.32,86.39,97.08,70.9,75.15,73.23,B
21,Mathematics,6.5,87.39,98.53,66.04,69.99,65.3,69.9,68.45,76.9,B
18,CS,4.6,89.41,56.69,74.2,62.2,62.72,66.7,42.84,65.59,D
21,Business,8.7,94.92,76.65,58.23,60.76,73.26,56.8,85.32,71.46,C
19,CS,1.2,82.42,64.21,68.87,79.1,100.0,73.3,83.45,76.64,B
23,CS,3.7,86.43,76.63,72.02,60.16,76.44,55.9,78.67,72.73,C
21,Engineering,2.5,74.1,58.36,70.74,72.7,80.01,90.3,86.71,74.75,B
20,CS,2.2,72.45,71.31,94.37,72.27,79.54,71.1,66.96,80.25,A
23,Engineering,4.8,96.8,72.78,50.89,75.94,85.86,78.5,56.36,69.98,C
19,Business,7.0,73.16,79.3,75.43,58.54,73.04,81.6,56.79,75.57,B
19,CS,4.0,80.82,68.34,52.61,56.42,75.94,82.1,80.49,67.56,D
22,Mathematics,3.2,100.0,77.61,71.64,89.82,48.06,25.9,88.53,70.74,C
23,Engineering,5.1,82.47,100.0,38.78,60.97,73.61,78.9,77.88,70.05,C
23,Business,7.0,65.32,55.72,54.33,73.5,68.71,34.5,88.23,64.55,D
20,CS,4.9,68.06,60.37,83.43,75.16,35.96,68.1,80.11,71.04,C
18,Business,4.1,91.85,60.2,51.1,76.82,74.91,46.4,88.57,65.68,D
22,CS,5.1,72.93,43.58,85.71,51.73,51.85,94.5,49.08,66.87,D
24,CS,6.7,67.86,54.47,86.8,71.93,44.27,84.2,58.14,71.95,C
22,CS,3.5,64.85,66.0,54.51,59.78,54.92,73.0,62.65,62.07,F
19,Business,5.0,83.43,54.33,59.03,72.81,51.88,76.2,80.23,65.42,D
21,Engineering,1.7,67.16,76.51,26.62,75.92,71.97,72.0,95.31,63.05,F
23,Business,5.0,67.49,57.98,60.25,82.22,95.38,86.4,85.22,75.97,B
20,Business,7.0,100.0,62.83,66.01,72.09,66.22,45.7,69.89,68.17,D
24,CS,2.4,87.72,44.94,58.31,81.73,54.93,58.9,83.96,62.47,F
23,Business,3.5,65.88,45.92,61.21,78.77,79.4,95.4,68.2,69.38,C
